year,Sigla UF,access_to_fixed_internet,access_to_mobile_internet
2015,SC,993559,9131006
2015,SE,130478,2686502
2015,SP,8913141,68381340
2015,TO,87778,2030227
2015,AC,47763,923119
2015,AL,147700,4202556
2015,AM,201179,4204295
2015,AP,20533,930403
2015,BA,776873,18885772
2015,CE,588541,11932570
2015,DF,606681,6299380
2015,ES,448685,4434188
2015,GO,730559,9607883
2015,MA,181430,6677408
2015,MG,2280104,26879656
2015,MS,307658,3855078
2015,MT,299764,4728692
2015,PA,257596,9339441
2015,PB,233846,5194852
2015,PE,501506,13136362
2015,PI,131089,4241848
2015,PR,1724774,15356822
2015,RJ,2697911,24876068
2015,RN,235175,4703794
2015,RO,108228,2477174
2015,RR,32646,509127
2015,RS,1535309,16598681
2015,SC,1010277,9176174
2015,SE,132000,2688749
2015,SP,8960890,68654755
2015,TO,86391,2042764
2015,AC,48242,922677
2015,AL,148365,4214715
2015,AM,206077,4263142
2015,AP,20759,937862
2015,BA,779676,18977729
2015,CE,584068,11781282
2015,DF,610213,6325391
2015,ES,455854,4430762
2015,GO,740439,9611156
2015,MA,183645,6712395
2015,MG,2264094,26975916
2015,MS,308862,3870970
2015,MT,303340,4752085
2015,PA,258493,9386911
2015,PB,235576,5203832
2015,PE,503166,13194785
2015,PI,132719,4266711
2015,PR,1734349,15368356
2015,RJ,2714954,25035662
2015,RN,235818,4711940
2015,RO,108988,2469789
2015,RR,32842,516117
2015,RS,1548108,16618516
2015,SC,1011377,9222336
2015,SE,134598,2704999
2015,SP,9035365,68869229
2015,TO,90194,2054902
2015,AC,48492,932771
2015,AL,148651,4223417
2015,AM,211151,4286302
2015,AP,20939,938156
2015,BA,780431,18941650
2015,CE,582926,11769812
2015,DF,618232,6312535
2015,ES,463722,4451064
2015,GO,749329,9582332
2015,MA,185451,6683150
2015,MG,2309198,26968112
2015,MS,315861,3860603
2015,MT,309250,4763825
2015,PA,260539,9397353
2015,PB,237721,5197198
2015,PE,504965,13182918
2015,PI,133709,4273863
2015,PR,1751112,15366009
2015,RJ,2767175,25012737
2015,RN,240902,4706028
2015,RO,119951,2459464
2015,RR,33164,521972
2015,RS,1543913,16570621
2015,SC,1044437,9249104
2015,SE,136699,2705899
2015,SP,9069720,69116557
2015,TO,90013,2044927
2015,AC,49163,944025
2015,AL,149342,4226581
2015,AM,215305,4303235
2015,AP,21237,941182
2015,BA,782792,18960107
2015,CE,592079,11821519
2015,DF,619524,6328241
2015,ES,461658,4475018
2015,GO,758439,9578103
2015,MA,186770,6729867
2015,MG,2344684,27063259
2015,MS,319898,3873700
2015,MT,312463,4779468
2015,PA,262353,9436923
2015,PB,238744,5185945
2015,PE,506307,13181502
2015,PI,135874,4290136
2015,PR,1760515,15417864
2015,RJ,2794988,25104092
2015,RN,240474,4715657
2015,RO,122674,2462496
2015,RR,33560,525748
2015,RS,1560637,16563013
2015,SC,1048650,9253380
2015,SE,137437,2711073
2015,SP,9113153,69239181
2015,TO,89931,2043303
2015,AC,49408,942389
2015,AL,148858,4198852
2015,AM,220187,4270268
2015,AP,21672,933561
2015,BA,783009,18748837
2015,CE,593073,11701507
2015,DF,623055,6318634
2015,ES,472182,4454517
2015,GO,766925,9561173
2015,MA,187907,6669917
2015,MG,2332845,26870931
2015,MS,322372,3851780
2015,MT,314812,4752643
2015,PA,265526,9329162
2015,PB,239265,5167125
2015,PE,507335,13056429
2015,PI,137036,4243468
2015,PR,1769522,15339741
2015,RJ,2800554,24969336
2015,RN,243361,4680607
2015,RO,123149,2439342
2015,RR,33609,522308
2015,RS,1570400,16413810
2015,SC,1060154,9193062
2015,SE,138542,2687536
2015,SP,9130970,69108920
2015,TO,91232,2028800
2015,AC,49771,941643
2015,AL,149318,4176732
2015,AM,224994,4261229
2015,AP,21991,930377
2015,BA,787788,18690241
2015,CE,595681,11658799
2015,DF,626503,6294970
2015,ES,473551,4434395
2015,GO,773800,9583991
2015,MA,189771,6647215
2015,MG,2361763,26752900
2015,MS,324347,3839815
2015,MT,316016,4716624
2015,PA,267124,9287249
2015,PB,240531,5151909
2015,PE,511496,12964903
2015,PI,139501,4235813
2015,PR,1779461,15316080
2015,RJ,2817467,24960161
2015,RN,245120,4656088
2015,RO,124014,2429408
2015,RR,33869,521698
2015,RS,1569935,16354915
2015,SC,1070671,9145056
2015,SE,142648,2672754
2015,SP,9170386,68801449
2015,TO,90917,2023807
2015,AC,50097,935138
2015,AL,150183,4120696
2015,AM,228710,4221941
2015,AP,22477,924863
2015,BA,789088,18512925
2015,CE,594029,11652963
2015,DF,632223,6282960
2015,ES,478819,4400752
2015,GO,769427,9560923
2015,MA,191402,6633437
2015,MG,2375189,26590527
2015,MS,325562,3807908
2015,MT,316279,4668401
2015,PA,269553,9240784
2015,PB,241870,5104885
2015,PE,512322,12816616
2015,PI,140419,4197607
2015,PR,1785028,15289103
2015,RJ,2828181,24930710
2015,RN,250985,4600724
2015,RO,125627,2414753
2015,RR,34170,520567
2015,RS,1582184,16293441
2015,SC,1078464,9083668
2015,SE,145334,2647515
2015,SP,9219967,68545724
2015,TO,91109,2023441
2015,AC,50433,905954
2015,AL,151015,4050452
2015,AM,234368,4104287
2015,AP,34913,901150
2015,BA,793784,18214997
2015,CE,603011,11515593
2015,DF,637459,6182038
2015,ES,478804,4297885
2015,GO,778299,9414812
2015,MA,193558,6539264
2015,MG,2406187,26262192
2015,MS,327962,3732892
2015,MT,321256,4551950
2015,PA,272885,9070340
2015,PB,245462,5045428
2015,PE,513756,12655338
2015,PI,142252,4149224
2015,PR,1793006,15125251
2015,RJ,2853586,24650158
2015,RN,250279,4540124
2015,RO,126226,2368728
2015,RR,34362,512503
2015,RS,1643999,15980569
2015,SC,1087556,8933950
2015,SE,147243,2586895
2015,SP,9235716,67605936
2015,TO,95042,1991602
2015,AC,50941,904352
2015,AL,149585,3999272
2015,AM,238132,4034336
2015,AP,23598,893157
2015,BA,803047,17972631
2015,CE,594416,11325567
2015,DF,636657,6111513
2015,ES,475201,4281075
2015,GO,782054,9301239
2015,MA,195104,6497409
2015,MG,2386097,26148885
2015,MS,329216,3685239
2015,MT,324346,4528168
2015,PA,275926,8978278
2015,PB,246333,4979489
2015,PE,512068,12502209
2015,PI,143264,4095029
2015,PR,1796302,15056098
2015,RJ,2867212,24494836
2015,RN,251664,4486144
2015,RO,126335,2340591
2015,RR,34625,510239
2015,RS,1642169,15872504
2015,SC,1101225,8897448
2015,SE,146498,2572071
2015,SP,9270429,67344984
2015,TO,95203,1983758
2015,AC,50861,878663
2015,AL,149892,3911235
2015,AM,241199,3992356
2015,AP,24076,878577
2015,BA,793750,17657968
2015,CE,595474,11130627
2015,DF,635100,6056171
2015,ES,474209,4258344
2015,GO,784617,8933875
2015,MA,194694,6365753
2015,MG,2404053,25813911
2015,MS,329347,3558944
2015,MT,326302,4428182
2015,PA,279603,8790294
2015,PB,246773,4888158
2015,PE,510443,12255565
2015,PI,143789,4028865
2015,PR,1790712,14856632
2015,RJ,2874817,24101733
2015,RN,252352,4402115
2015,RO,128854,2251334
2015,RR,34957,508390
2015,RS,1569683,15569529
2015,SC,1084613,8808880
2015,SE,147260,2552221
2015,SP,9271476,66747314
2015,TO,95187,1965999
2015,AC,51141,805497
2015,AL,147791,3739032
2015,AM,243627,3709617
2015,AP,48722,803412
2015,BA,789059,16636911
2015,CE,582170,10818561
2015,DF,632185,5615044
2015,ES,470219,3911738
2015,GO,785053,8533491
2015,MA,194679,6058136
2015,MG,2408473,24709511
2015,MS,328796,3359730
2015,MT,327073,4160649
2015,PA,279820,8290703
2015,PB,246320,4711760
2015,PE,504933,11859347
2015,PI,143096,3924416
2015,PR,1770559,14252894
2015,RJ,2888759,23068078
2015,RN,253393,4280595
2015,RO,131175,2133397
2015,RR,35086,480103
2015,RS,1574865,14774676
2015,SC,1098501,8505712
2015,SE,145429,2269886
2015,SP,9395466,64540863
2015,TO,97661,1840885
2016,AC,51421,801796
2016,AL,147359,3723315
2016,AM,245027,3722347
2016,AP,47668,796991
2016,BA,786988,16602368
2016,CE,595985,10750765
2016,DF,633437,5601246
2016,ES,471469,3984528
2016,GO,784442,8567942
2016,MA,196303,6058182
2016,MG,2397758,24559941
2016,MS,330565,3375030
2016,MT,329898,4168917
2016,PA,282632,8219361
2016,PB,248052,4674501
2016,PE,500863,11819323
2016,PI,143925,3907441
2016,PR,1789111,14309646
2016,RJ,2876620,22971276
2016,RN,255491,4230554
2016,RO,130985,2141896
2016,RR,35393,479670
2016,RS,1532497,14806552
2016,SC,1082779,8508237
2016,SE,145587,2254829
2016,SP,9300011,64363395
2016,TO,97572,1848001
2016,AC,51873,800357
2016,AL,148023,3730969
2016,AM,248511,3717823
2016,AP,48858,794486
2016,BA,789025,16707566
2016,CE,574688,10817920
2016,DF,638460,5598960
2016,ES,475170,4018594
2016,GO,785809,8581859
2016,MA,198178,6100425
2016,MG,2440642,24654578
2016,MS,333191,3381464
2016,MT,331513,4180725
2016,PA,285438,8250378
2016,PB,248965,4689764
2016,PE,496826,11859606
2016,PI,143488,3918258
2016,PR,1799911,14346901
2016,RJ,2884083,23029761
2016,RN,252045,4229213
2016,RO,130390,2144945
2016,RR,35745,486498
2016,RS,1540078,14795094
2016,SC,1102327,8549968
2016,SE,149375,2249619
2016,SP,9330947,64569612
2016,TO,97827,1857434
2016,AC,51889,805323
2016,AL,149056,3710376
2016,AM,251554,3677200
2016,AP,50187,738375
2016,BA,797083,16777365
2016,CE,596719,10803976
2016,DF,642577,5616455
2016,ES,473958,3997710
2016,GO,791911,8590453
2016,MA,199278,6122651
2016,MG,2462401,24626765
2016,MS,335134,3384204
2016,MT,335175,4182574
2016,PA,286994,8162769
2016,PB,251174,4673558
2016,PE,503090,11803757
2016,PI,145770,3912128
2016,PR,1802862,14346730
2016,RJ,2930723,23041536
2016,RN,257741,4207866
2016,RO,136323,2161208
2016,RR,35986,474164
2016,RS,1557074,14834151
2016,SC,1113243,8545013
2016,SE,151347,2284068
2016,SP,9390216,64453199
2016,TO,98049,1877082
2016,AC,52624,806233
2016,AL,148407,3680785
2016,AM,254386,3611673
2016,AP,51028,791801
2016,BA,798154,16755934
2016,CE,590338,10690688
2016,DF,645893,5595641
2016,ES,475501,3942538
2016,GO,797308,8592615
2016,MA,201486,6067122
2016,MG,2472083,24460384
2016,MS,337754,3369207
2016,MT,336232,4169940
2016,PA,288789,8119954
2016,PB,249622,4618516
2016,PE,500652,11688564
2016,PI,146368,3879308
2016,PR,1800212,14271517
2016,RJ,2948667,22939849
2016,RN,259249,4160800
2016,RO,133871,2160482
2016,RR,36296,488350
2016,RS,1562104,14825595
2016,SC,1123518,8513879
2016,SE,151056,2295725
2016,SP,9424260,64048586
2016,TO,99378,1883409
2016,AC,52859,811217
2016,AL,148715,3658362
2016,AM,258221,3571337
2016,AP,52550,775496
2016,BA,803367,16695431
2016,CE,591536,10580675
2016,DF,646315,5585073
2016,ES,478783,3909537
2016,GO,811189,8580043
2016,MA,203037,6096276
2016,MG,2509244,24295011
2016,MS,340398,3369019
2016,MT,345013,4173733
2016,PA,293216,8013674
2016,PB,250689,4584592
2016,PE,503834,11606154
2016,PI,147651,3857172
2016,PR,1805887,14146056
2016,RJ,2960980,22877150
2016,RN,260486,4118270
2016,RO,135809,2136287
2016,RR,36610,485645
2016,RS,1574741,14813948
2016,SC,1131110,8424941
2016,SE,152359,2297849
2016,SP,9445644,63878007
2016,TO,100748,1890722
2016,AC,53257,812591
2016,AL,148888,3606026
2016,AM,260240,3553883
2016,AP,49312,769455
2016,BA,805267,16546903
2016,CE,594748,10465043
2016,DF,651200,5567786
2016,ES,482493,3938342
2016,GO,809545,8544557
2016,MA,204863,5966647
2016,MG,2509554,24127440
2016,MS,390865,3379143
2016,MT,348476,4180885
2016,PA,297017,7926560
2016,PB,254516,4536167
2016,PE,500646,11456392
2016,PI,148585,3818655
2016,PR,1815718,14021502
2016,RJ,2954474,22826025
2016,RN,261090,4062738
2016,RO,135470,2115268
2016,RR,36730,487825
2016,RS,1586220,14735655
2016,SC,1126924,8340623
2016,SE,153487,2272220
2016,SP,9450845,63462622
2016,TO,102537,1886839
2016,AC,53184,815301
2016,AL,149212,3575432
2016,AM,263784,3556120
2016,AP,41538,765837
2016,BA,812404,16464352
2016,CE,602517,10431697
2016,DF,653395,5550971
2016,ES,484833,3929169
2016,GO,825568,8540713
2016,MA,206904,5968912
2016,MG,2537202,24027547
2016,MS,346681,3381246
2016,MT,350981,4182499
2016,PA,298453,7908122
2016,PB,258509,4530305
2016,PE,506023,11415928
2016,PI,150645,3803480
2016,PR,1830836,13962370
2016,RJ,2984831,22774923
2016,RN,267469,4041716
2016,RO,137269,2109413
2016,RR,36916,490307
2016,RS,1598388,14697110
2016,SC,1143605,8294502
2016,SE,155569,2264740
2016,SP,9507916,63207842
2016,TO,102227,1883287
2016,AC,53571,802895
2016,AL,149186,3548304
2016,AM,263639,3527535
2016,AP,53104,759453
2016,BA,821164,16414341
2016,CE,603875,10387815
2016,DF,657172,5516889
2016,ES,486466,3935287
2016,GO,832662,8512226
2016,MA,215914,5980217
2016,MG,2565571,23995789
2016,MS,348210,3358956
2016,MT,354619,4155825
2016,PA,297664,7885901
2016,PB,252834,4525098
2016,PE,508485,11330500
2016,PI,152402,3790335
2016,PR,1844343,13943432
2016,RJ,3017281,22783736
2016,RN,268350,4019556
2016,RO,136911,2090170
2016,RR,37141,487739
2016,RS,1628349,14650250
2016,SC,1165969,8291072
2016,SE,156728,2257516
2016,SP,9534602,63271520
2016,TO,101683,1859127
2016,AC,53781,793918
2016,AL,149449,3519769
2016,AM,264720,3503549
2016,AP,55322,754243
2016,BA,807355,16311062
2016,CE,596394,10337698
2016,DF,658655,5430266
2016,ES,482447,3915505
2016,GO,835086,8461165
2016,MA,212020,5968522
2016,MG,2563338,23917649
2016,MS,351085,3355802
2016,MT,355424,4143739
2016,PA,298278,7838186
2016,PB,259114,4505272
2016,PE,512132,11215575
2016,PI,152896,3769990
2016,PR,1846167,13878573
2016,RJ,2996187,22743135
2016,RN,271159,3993631
2016,RO,135958,2075622
2016,RR,37274,483737
2016,RS,1622442,14592903
2016,SC,1169957,8269128
2016,SE,156616,2256122
2016,SP,9576702,63159777
2016,TO,102944,1833874
2016,AC,54315,788376
2016,AL,148848,3410693
2016,AM,265909,3487403
2016,AP,57907,747255
2016,BA,811406,15918744
2016,CE,598609,10055938
2016,DF,659870,5386212
2016,ES,483690,3887461
2016,GO,835812,8204140
2016,MA,211150,5914317
2016,MG,2578790,23746978
2016,MS,349702,3335259
2016,MT,356065,4106402
2016,PA,297945,7753900
2016,PB,259223,4390007
2016,PE,510216,10896275
2016,PI,153384,3644106
2016,PR,1834947,13801347
2016,RJ,3003204,22355956
2016,RN,268855,3869276
2016,RO,142140,2043743
2016,RR,37260,482048
2016,RS,1647439,14492944
2016,SC,1175427,8196696
2016,SE,156783,2227746
2016,SP,9607607,62512382
2016,TO,103310,1805906
2016,AC,54656,796101
2016,AL,149948,3418788
2016,AM,268910,3493496
2016,AP,54836,742253
2016,BA,816120,15925303
2016,CE,600325,10105597
2016,DF,652284,5315519
2016,ES,489746,3875487
2016,GO,846417,8297740
2016,MA,218430,5910274
2016,MG,2606713,23734825
2016,MS,350830,3351380
2016,MT,355697,4114723
2016,PA,301970,7740597
2016,PB,255388,4416581
2016,PE,519071,10940400
2016,PI,156548,3671342
2016,PR,1831856,13927856
2016,RJ,3026049,22539195
2016,RN,265947,3880545
2016,RO,143693,2045605
2016,RR,37308,481630
2016,RS,1651960,14612914
2016,SC,1180948,8266564
2016,SE,159385,2217035
2016,SP,9625196,62826866
2016,TO,101377,1799448
2016,AC,54358,788933
2016,AL,149697,3330071
2016,AM,267233,3472465
2016,AP,58334,731340
2016,BA,813170,15484941
2016,CE,586569,9813879
2016,DF,652372,5260985
2016,ES,483434,3841782
2016,GO,849433,8173344
2016,MA,220053,5767003
2016,MG,2596039,23346999
2016,MS,346460,3326259
2016,MT,358848,4079894
2016,PA,300025,7626708
2016,PB,254943,4272656
2016,PE,517355,10567217
2016,PI,156980,3623397
2016,PR,1839719,13767807
2016,RJ,3009348,22047775
2016,RN,267948,3777723
2016,RO,145342,2006268
2016,RR,37163,479189
2016,RS,1613952,14225899
2016,SC,1179853,8141527
2016,SE,159553,2162317
2016,SP,9565260,62174631
2016,TO,103520,1775750
2017,AC,55077,791124
2017,AL,151613,3317256
2017,AM,267299,3463008
2017,AP,54162,727613
2017,BA,818527,15449062
2017,CE,594364,9774966
2017,DF,667036,5229751
2017,ES,486745,3840144
2017,GO,855294,8152012
2017,MA,217365,5749912
2017,MG,2618704,23290042
2017,MS,350737,3316979
2017,MT,348818,4063587
2017,PA,300599,7595339
2017,PB,263461,4266585
2017,PE,512899,10540656
2017,PI,157072,3610659
2017,PR,1848724,13728196
2017,RJ,3021868,21927538
2017,RN,273788,3764155
2017,RO,144573,1999492
2017,RR,37145,481545
2017,RS,1665096,14167594
2017,SC,1172733,8134632
2017,SE,161532,2160496
2017,SP,9613278,62106404
2017,TO,103053,1770235
2017,AC,55409,788086
2017,AL,152068,3308307
2017,AM,266149,3455859
2017,AP,54643,724987
2017,BA,821179,15411313
2017,CE,599670,9703137
2017,DF,668588,5214939
2017,ES,498683,3820149
2017,GO,859247,8140530
2017,MA,221921,5737936
2017,MG,2616309,23206383
2017,MS,356382,3320761
2017,MT,353303,4059955
2017,PA,307050,7537024
2017,PB,263144,4265546
2017,PE,517015,10528876
2017,PI,159755,3591316
2017,PR,1860254,13700368
2017,RJ,2997569,21817899
2017,RN,282234,3751311
2017,RO,144589,2001871
2017,RR,37162,481114
2017,RS,1663864,14204437
2017,SC,1186457,8131396
2017,SE,161846,2156256
2017,SP,9651131,62087899
2017,TO,103316,1771316
2017,AC,56410,785959
2017,AL,154369,3314644
2017,AM,267864,3455106
2017,AP,56842,722784
2017,BA,823826,15381038
2017,CE,614568,9651462
2017,DF,680078,5213498
2017,ES,505133,3815816
2017,GO,873709,8107536
2017,MA,223615,5749554
2017,MG,2651340,23198070
2017,MS,360687,3308802
2017,MT,371286,4056337
2017,PA,308182,7509506
2017,PB,266728,4271794
2017,PE,521477,10503521
2017,PI,158919,3587217
2017,PR,1898062,13699460
2017,RJ,3041050,21732762
2017,RN,273638,3755882
2017,RO,148267,2000133
2017,RR,37110,482250
2017,RS,1717785,14170370
2017,SC,1232405,8143733
2017,SE,164583,2152788
2017,SP,9650852,62249499
2017,TO,106791,1770773
2017,AC,57364,787299
2017,AL,154641,3304377
2017,AM,268350,3450926
2017,AP,57845,721780
2017,BA,824030,15310562
2017,CE,629125,9589216
2017,DF,681245,5199498
2017,ES,512793,3805707
2017,GO,876684,8083878
2017,MA,227746,5741773
2017,MG,2674504,23124471
2017,MS,361168,3301491
2017,MT,369032,4053983
2017,PA,316578,7485113
2017,PB,270829,4276764
2017,PE,526576,10476088
2017,PI,160248,3577975
2017,PR,1900701,13652609
2017,RJ,3038812,21702541
2017,RN,280227,3747844
2017,RO,148509,1995171
2017,RR,37209,481105
2017,RS,1726085,14144899
2017,SC,1237391,8136060
2017,SE,164363,2143146
2017,SP,9686340,62272336
2017,TO,106952,1768593
2017,AC,57659,785220
2017,AL,154860,3288455
2017,AM,269678,3447345
2017,AP,58317,719443
2017,BA,826835,15258847
2017,CE,661379,9540992
2017,DF,685377,5203984
2017,ES,517227,3809344
2017,GO,886477,8095609
2017,MA,228210,5727295
2017,MG,2716361,23099685
2017,MS,366514,3304193
2017,MT,372936,4070971
2017,PA,321085,7463449
2017,PB,274779,4272506
2017,PE,528978,10457967
2017,PI,161372,3576902
2017,PR,1891558,13618358
2017,RJ,3062243,21689592
2017,RN,308006,3738078
2017,RO,150934,2000634
2017,RR,37236,479606
2017,RS,1715338,14068007
2017,SC,1243815,8118255
2017,SE,168687,2134937
2017,SP,9695539,62373752
2017,TO,108155,1774751
2017,AC,58506,783289
2017,AL,156227,3280936
2017,AM,272562,3438993
2017,AP,58535,717675
2017,BA,829392,15241742
2017,CE,672003,9551090
2017,DF,686301,5192560
2017,ES,524021,3807302
2017,GO,895081,8105625
2017,MA,233650,5726572
2017,MG,2760698,23087322
2017,MS,368973,3295233
2017,MT,371132,4078981
2017,PA,323024,7437805
2017,PB,277088,4277479
2017,PE,530656,10469280
2017,PI,163727,3577116
2017,PR,1905970,13626561
2017,RJ,3041394,21674312
2017,RN,300133,3737323
2017,RO,146684,1988551
2017,RR,37494,478622
2017,RS,1784235,14025981
2017,SC,1254410,8111414
2017,SE,168098,2129692
2017,SP,9755103,62499569
2017,TO,107698,1774796
2017,AC,59083,782371
2017,AL,156038,3265561
2017,AM,273615,3436026
2017,AP,61550,719076
2017,BA,839218,15195086
2017,CE,690562,9556957
2017,DF,691959,5171086
2017,ES,528357,3806131
2017,GO,908355,8117763
2017,MA,236561,5730662
2017,MG,2740231,23058940
2017,MS,372508,3299541
2017,MT,373937,4085930
2017,PA,325686,7427195
2017,PB,277969,4277871
2017,PE,533046,10454373
2017,PI,165118,3575908
2017,PR,1935091,13630196
2017,RJ,3067507,21634032
2017,RN,316343,3728097
2017,RO,151835,1979763
2017,RR,37544,480260
2017,RS,1782296,13960186
2017,SC,1287896,8080641
2017,SE,172909,2125688
2017,SP,9801686,62660949
2017,TO,109168,1771060
2017,AC,59201,783313
2017,AL,156207,3261347
2017,AM,275193,3435476
2017,AP,61078,718137
2017,BA,853478,15167868
2017,CE,693154,9565918
2017,DF,696172,5170250
2017,ES,532123,3800734
2017,GO,916190,8157668
2017,MA,236306,5744664
2017,MG,2791985,23057728
2017,MS,375469,3300707
2017,MT,376235,4096025
2017,PA,331942,7405334
2017,PB,284865,4269852
2017,PE,536117,10449050
2017,PI,167140,3575262
2017,PR,1954699,13580193
2017,RJ,3085896,21609989
2017,RN,322879,3720592
2017,RO,153565,1979991
2017,RR,37478,479998
2017,RS,1777696,13970833
2017,SC,1298194,8078588
2017,SE,174042,2126055
2017,SP,9813569,62884842
2017,TO,108117,1777090
2017,AC,60618,775804
2017,AL,156903,3236031
2017,AM,275394,3433434
2017,AP,61369,712627
2017,BA,857376,15072694
2017,CE,696036,9513443
2017,DF,699925,5126416
2017,ES,539474,3800925
2017,GO,916538,8093841
2017,MA,241195,5726308
2017,MG,2804513,22990648
2017,MS,376693,3266777
2017,MT,381753,4059259
2017,PA,333968,7361618
2017,PB,284025,4239568
2017,PE,533889,10402570
2017,PI,165114,3549681
2017,PR,1969321,13427120
2017,RJ,3088714,21531516
2017,RN,325419,3691441
2017,RO,151386,1945685
2017,RR,37325,478278
2017,RS,1779401,13888450
2017,SC,1300615,8054716
2017,SE,175256,2119031
2017,SP,9871580,62798727
2017,TO,109478,1766347
2017,AC,60380,775020
2017,AL,155711,3227406
2017,AM,276090,3442773
2017,AP,61277,710891
2017,BA,861545,14998803
2017,CE,701604,9502691
2017,DF,698229,5103349
2017,ES,541995,3801714
2017,GO,919907,8071970
2017,MA,257388,5716289
2017,MG,2813933,22924926
2017,MS,381946,3260964
2017,MT,385376,4053000
2017,PA,341366,7340401
2017,PB,285368,4236966
2017,PE,534538,10400901
2017,PI,167387,3535586
2017,PR,1995306,13449080
2017,RJ,3049978,21455672
2017,RN,327887,3676127
2017,RO,151558,1957771
2017,RR,37653,479990
2017,RS,1806808,13926716
2017,SC,1320202,8062988
2017,SE,179192,2110025
2017,SP,9902813,62865678
2017,TO,110581,1762984
2017,AC,61255,771103
2017,AL,159581,3175102
2017,AM,277742,3451446
2017,AP,64987,705464
2017,BA,874667,14835522
2017,CE,714731,9359317
2017,DF,701840,5034740
2017,ES,546469,3800669
2017,GO,927148,8045564
2017,MA,262990,5620380
2017,MG,2841731,22767300
2017,MS,386201,3254100
2017,MT,389416,4035822
2017,PA,349523,7286215
2017,PB,288323,4170019
2017,PE,526912,10239051
2017,PI,167367,3500475
2017,PR,2029947,13408976
2017,RJ,3099957,21303350
2017,RN,317960,3616210
2017,RO,152329,1928641
2017,RR,37751,482094
2017,RS,1803511,13846344
2017,SC,1339247,8021446
2017,SE,181774,2099520
2017,SP,9922201,62611843
2017,TO,110568,1721144
2017,AC,61286,768863
2017,AL,160256,3103182
2017,AM,281291,3460176
2017,AP,65150,707503
2017,BA,889954,14450344
2017,CE,739111,9158116
2017,DF,706458,4948868
2017,ES,558168,3805715
2017,GO,937423,7935820
2017,MA,267541,5525288
2017,MG,2876066,22586756
2017,MS,391741,3229703
2017,MT,391551,4015462
2017,PA,351567,7251524
2017,PB,336035,4083939
2017,PE,540722,10011702
2017,PI,169478,3446285
2017,PR,2052555,13370408
2017,RJ,3151218,20962287
2017,RN,334345,3533547
2017,RO,157512,1879026
2017,RR,37776,484904
2017,RS,1772473,13664172
2017,SC,1244772,7999254
2017,SE,183308,2086820
2017,SP,9902405,62352727
2017,TO,109854,1666157
2018,AC,61753,769816
2018,AL,160316,3095690
2018,AM,287705,3471171
2018,AP,63241,708496
2018,BA,900133,14481822
2018,CE,731794,9135515
2018,DF,709273,4941265
2018,ES,553036,3811248
2018,GO,954764,7919056
2018,MA,275571,5529275
2018,MG,2906842,22594724
2018,MS,398948,3223983
2018,MT,391630,4019177
2018,PA,359670,7262701
2018,PB,301932,4078576
2018,PE,544790,9990076
2018,PI,172691,3439624
2018,PR,2070582,13332361
2018,RJ,3198359,20856384
2018,RN,340400,3517809
2018,RO,154210,1872763
2018,RR,38065,485642
2018,RS,1834459,13648086
2018,SC,1338969,8014984
2018,SE,186656,2082290
2018,SP,10031537,62286306
2018,TO,110182,1661044
2018,AC,62775,761926
2018,AL,161972,3088941
2018,AM,289491,3488092
2018,AP,65040,711601
2018,BA,912866,14434749
2018,CE,740140,9093780
2018,DF,714920,4920915
2018,ES,553015,3800592
2018,GO,957553,7858305
2018,MA,277339,5535889
2018,MG,2919878,22527805
2018,MS,402618,3215462
2018,MT,396953,4018751
2018,PA,366959,7262700
2018,PB,308469,4070063
2018,PE,536862,9969293
2018,PI,174524,3424227
2018,PR,2107444,13253325
2018,RJ,3152867,20722809
2018,RN,344477,3504188
2018,RO,158785,1867911
2018,RR,37746,488262
2018,RS,1838992,13571289
2018,SC,1365818,8015902
2018,SE,186655,2081020
2018,SP,10104890,62320864
2018,TO,112208,1646844
2018,AC,63647,768072
2018,AL,160380,3084390
2018,AM,296988,3526928
2018,AP,62152,717573
2018,BA,937238,14399014
2018,CE,738457,9066302
2018,DF,717024,4894182
2018,ES,552917,3812355
2018,GO,973492,7857435
2018,MA,282064,5543312
2018,MG,3011842,22492834
2018,MS,403222,3219649
2018,MT,401355,4030448
2018,PA,368176,7278011
2018,PB,311504,4074930
2018,PE,549260,9965347
2018,PI,179115,3416442
2018,PR,2136454,13277907
2018,RJ,3236221,20646400
2018,RN,345419,3498027
2018,RO,162261,1871954
2018,RR,37247,492414
2018,RS,1863979,13569854
2018,SC,1383322,8047006
2018,SE,190588,2078520
2018,SP,10210469,62508023
2018,TO,115021,1648866
2018,AC,63882,772606
2018,AL,165749,3086454
2018,AM,296501,3546635
2018,AP,64609,724297
2018,BA,956485,14366644
2018,CE,749951,9080350
2018,DF,718163,4867115
2018,ES,558275,3811720
2018,GO,973215,7863867
2018,MA,285005,5599487
2018,MG,3076276,22435355
2018,MS,405821,3233428
2018,MT,400249,4033921
2018,PA,373064,7307471
2018,PB,316766,4089907
2018,PE,550076,9966699
2018,PI,177046,3415060
2018,PR,2161095,13196627
2018,RJ,3215888,20539447
2018,RN,340154,3497882
2018,RO,159453,1882244
2018,RR,37290,496706
2018,RS,1902347,13561673
2018,SC,1441979,8079885
2018,SE,196287,2082360
2018,SP,10244691,62516273
2018,TO,116454,1651857
2018,AC,64728,778684
2018,AL,170339,3079709
2018,AM,301934,3573328
2018,AP,65014,729130
2018,BA,950873,14319804
