order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
c972a78eeb0dde0aac82eb51b1450c53,d8bd4f0d3512b29c32850d5e00698b88,shipped,2017-09-30 11:00:12,2017-09-30 11:14:10.000000000,2017-10-04 20:22:38,Sin Entregar,2017-10-27
6261f3240a8778c656bd28aeb2ba9985,59c0ac147fb499a0f14577f508a3657d,canceled,2017-05-31 13:21:35,2017-06-01 13:35:20.000000000,Sin Cargar,Sin Entregar,2017-07-04
e247a0570d308da27cd7f349902e66f8,79c1ae1c3d1a81c10781ecf7d7ef1720,shipped,2018-03-13 11:53:42,2018-03-13 12:10:28.000000000,2018-03-14 16:04:59,Sin Entregar,2018-04-02
5ad5a1ef522da1732ab963ea1fb6165b,a76e74100709762a48e683a177dc86b0,canceled,2017-06-22 19:53:09,2017-06-22 20:05:23.000000000,Sin Cargar,Sin Entregar,2017-07-05
e2f630b53cb2637be372c3810b089868,67f3e907dce402e696b15f9308ff22ed,shipped,2017-07-26 11:44:28,2017-07-27 11:25:25.000000000,2017-07-27 17:47:51,Sin Entregar,2017-08-29
2f30c0b1905c65a8ff6c6358bc909625,e963d0e4f815dcd28b135d7d340ec51a,unavailable,2017-12-08 09:32:48,2017-12-09 13:30:49.000000000,Sin Cargar,Sin Entregar,2018-01-03
e2beeb3a428f811804079bc11b23c0c0,31665bd5bc542687ab54c9fd9ed9917b,processing,2017-12-28 12:46:11,2017-12-28 12:54:49.000000000,Sin Cargar,Sin Entregar,2018-01-24
534a0fbe91a806a1dc6bf09b497e3d6f,d17ae8582d302dbd41b87e5028e8c0e2,unavailable,2018-01-22 02:45:40,2018-01-23 03:36:43.000000000,Sin Cargar,Sin Entregar,2018-02-06
23799ee0d85541263f0637d4b86d5e5b,98209b8b1b97a90f4b5028daffb1b73e,shipped,2017-05-01 10:23:49,2017-05-01 10:35:20.000000000,2017-05-02 11:50:50,Sin Entregar,2017-05-23
8e10a1d1a57b6a469bc9a7a95c638b5a,78b0449357aac9b99f762f7d033aca6f,shipped,2017-11-24 06:49:43,2017-11-24 06:57:22.000000000,2017-11-24 21:49:31,Sin Entregar,2017-12-08
f029d5966aa03c87e17e2482f86202b1,ece9fb6661a1dc0cd93f5f8c9cf13b83,invoiced,2017-10-23 21:44:36,2017-10-23 21:56:09.000000000,Sin Cargar,Sin Entregar,2017-11-14
5965bbd72c3ca0d9634419437ca53897,3dd8536c33d454b9a9d05ba357eeaaa9,unavailable,2017-01-30 10:29:25,2017-01-30 11:31:31.000000000,Sin Cargar,Sin Entregar,2017-03-08
03310aa823a66056268a3bab36e827fb,25dbbf0c477fd4ae0880aaffbb12e8b3,canceled,2018-08-07 16:33:59,2018-08-08 02:59:07.739486910,Sin Cargar,Sin Entregar,2018-09-04
b07abc8b9acaf00e79b4657419f469f3,15308b044c9608fc82e57f2e5d6878f6,unavailable,2017-03-09 17:45:04,2017-03-09 17:45:04.000000000,Sin Cargar,Sin Entregar,2017-03-28
73ef343c9dbf2f6d45362c9bc150f4b7,13c520253ccaf41623e063d5e81c4d82,shipped,2018-08-12 03:44:50,2018-08-13 03:45:08.000000000,2018-08-14 14:05:00,Sin Entregar,2018-08-22
1c54750859f8472306a0b63d74e782ef,54b30cf929edf0b2c88698d991241574,processing,2017-02-25 15:37:25,2017-03-02 03:50:30.000000000,Sin Cargar,Sin Entregar,2017-03-23
3ff9af2618b202584a161c19718bf577,044e10a1e867fefd7f02a3da2ca475b4,shipped,2018-01-07 08:04:11,2018-01-07 08:11:23.000000000,2018-01-15 11:24:25,Sin Entregar,2018-02-05
6a828279d73f18174dd3b9c653d5213d,c994647aae9a45b8ae6eb75b77354ed3,invoiced,2017-06-25 17:54:26,2017-06-25 18:05:22.000000000,Sin Cargar,Sin Entregar,2017-07-14
cab618a13f81a7ad42573993ddae2ff2,4205cff8e8c084e073c7c3d8380b98c6,shipped,2018-02-27 12:19:10,2018-02-27 13:00:30.000000000,2018-02-28 17:11:46,Sin Entregar,2018-03-20
1ff6183537eb3a189de77b309ed28ad1,52ac1d5c2063338b5a45f69a14528c9b,unavailable,2018-01-02 17:31:02,2018-01-04 11:57:21.000000000,Sin Cargar,Sin Entregar,2018-01-31
d37d275bf870e1d9a50b888717929495,9f9a83d15d7255a3747dd9175b875ea0,shipped,2017-07-16 13:08:37,2017-07-16 13:22:58.000000000,2017-07-20 18:03:14,Sin Entregar,2017-08-08
83b5512cab9d85f6f644b4d28e423f06,5dc340dc5299977f8ac7a1a5abfcdf54,shipped,2017-06-14 19:52:30,2017-06-14 20:05:27.000000000,2017-06-16 15:37:46,Sin Entregar,2017-07-28
fecc4ea5a3e06ce3192ae2f05b7a8439,ec43686dd7b2f48ea65475606fdfc85d,processing,2018-01-14 21:52:31,2018-01-14 22:09:08.000000000,Sin Cargar,Sin Entregar,2018-02-06
96d3f09ebc42f05ab83a2ca85483e0b6,a0abb996d53cdd579f6af5bc5de8c28b,shipped,2017-12-13 23:04:15,2017-12-13 23:12:21.000000000,2017-12-18 10:43:46,Sin Entregar,2018-01-10
dee6298ce7d1fb2645141ef9972157aa,c35fd04a09c83d6f53b2d4557eab7445,shipped,2018-04-30 14:06:12,2018-04-30 14:15:24.000000000,2018-04-30 12:59:00,Sin Entregar,2018-05-28
0fb3b7bbfc3693b115aa62a83fad2714,9f546895f9d0841df86f8681992083b9,processing,2018-03-13 20:37:20,2018-03-13 21:40:22.000000000,Sin Cargar,Sin Entregar,2018-04-03
75213e459cfe44a61c496c864e0a8c63,9c11910f46b5a9a3d8366b09a0514c97,shipped,2017-11-23 22:44:09,2017-11-23 22:54:34.000000000,2017-11-30 16:37:13,Sin Entregar,2017-12-15
2411e5019928e883d049f7242362c23b,92ac70cce9e5ac1bb34996610d9564a4,unavailable,2017-09-17 12:15:07,2017-09-17 12:25:09.000000000,Sin Cargar,Sin Entregar,2017-10-05
30a461491fa262d5d6321e3194bbb452,d793c36ce968769248cb9ea17deb90a9,shipped,2018-04-26 11:30:58,2018-04-26 11:53:12.000000000,2018-04-27 14:55:00,Sin Entregar,2018-05-17
0b4aab4ef70208498663141571f68116,e46010c28f8c49202bcf2a0b0347189d,shipped,2018-03-08 11:17:00,2018-03-08 11:25:30.000000000,2018-03-13 15:04:38,Sin Entregar,2018-04-16
96ae30a2357a999e6010b2f1401af374,44ea012b92b665f5f4c775f3f0a63d7b,canceled,2017-07-31 16:37:31,2017-07-31 16:50:17.000000000,Sin Cargar,Sin Entregar,2017-08-18
f8303e6eff198d1749d04649a1eb2bb6,4569e86ad4faba51cadc49ea1657ac3a,unavailable,2018-01-21 20:44:54,2018-01-22 13:58:50.000000000,Sin Cargar,Sin Entregar,2018-02-21
73c182f8914a0064d6c64ad65e4c6942,f51c6d9e24e077d5755ac7abdb209b1e,canceled,2017-02-08 00:53:19,2017-02-08 01:05:12.000000000,Sin Cargar,Sin Entregar,2017-03-15
4c8b9947280829d0a8b7e81cc249b875,403c35c4d8813bf67b3d396b91ca1619,canceled,2018-08-09 14:54:47,2018-08-10 01:19:55.739486910,Sin Cargar,Sin Entregar,2018-08-21
b2bc998b56f86f7a3ef8b749c17506e1,c6747b392110a7fba076c62c67425a35,shipped,2018-06-19 20:01:02,2018-06-19 20:16:32.000000000,2018-06-20 16:23:00,Sin Entregar,2018-07-20
be33d865802b05e364fc5f46166e5acf,1a002323bd40f93378ee1824e2343798,invoiced,2018-04-03 13:55:48,2018-04-04 03:29:18.000000000,Sin Cargar,Sin Entregar,2018-04-27
0ad3fdda3076a1be91b13c89f2049266,8475bc1245abac7e49488d01f3b8f98e,shipped,2017-08-04 13:36:21,2017-08-04 13:45:16.000000000,2017-08-07 20:42:23,Sin Entregar,2017-09-08
e5fa5a7210941f7d56d0208e4e071d35,683c54fc24d40ee9f8a6fc179fd9856c,canceled,2016-09-05 00:15:34,2016-10-07 13:17:15.000000000,Sin Cargar,Sin Entregar,2016-10-28
b704eaf4ae9e9716ead0088db45a9b40,01d22419c452ad55702fa5a9a81a4423,shipped,2018-04-21 23:22:17,2018-04-24 18:57:06.000000000,2018-04-25 12:38:00,Sin Entregar,2018-05-14
ef0beb334211d552bb4bbb9b43e60248,70964b463cfa1a74701003a366f62d03,shipped,2018-07-30 19:57:21,2018-07-30 20:10:21.000000000,2018-07-31 15:08:00,Sin Entregar,2018-08-13
c2ccb6c2af36d8492e83ecf528f2755c,07a4bb60f62e5ce83b63a08f0cd050bc,unavailable,2018-05-21 13:48:16,2018-05-21 16:14:54.000000000,Sin Cargar,Sin Entregar,2018-06-05
2e7a8482f6fb09756ca50c10d7bfc047,08c5351a6aca1c1589a38f244edeee9d,shipped,2016-09-04 21:15:19,2016-10-07 13:18:03.000000000,2016-10-18 13:14:51,Sin Entregar,2016-10-20
d7883c9f072902eba8f3b8af350976bb,53acd19d26c67a3842218b6cd931196f,shipped,2018-02-28 22:26:55,2018-03-03 02:50:51.000000000,2018-03-08 12:59:31,Sin Entregar,2018-03-20
05a71c571d4602a72418b73366543cd9,b7494292e530fcf77327f1649793a426,shipped,2017-08-18 21:38:07,2017-08-18 21:55:06.000000000,2017-08-24 13:23:33,Sin Entregar,2017-09-20
